序号,车型,车数,天数,目的地,距离_km,行驶费,时间费,单次总费
697,7.6,1,1,青岛市李沧区广水路61一楼、二楼、四楼,607.98,1459.15,1182.1,2641.25
698,7.6,1,1,青岛市李沧区广水路61一楼、二楼、四楼,607.98,1459.15,1182.1,2641.25
699,7.6,1,1,青岛市李沧区广水路61一楼、二楼、四楼,607.98,1459.15,1182.1,2641.25
700,7.6,1,1,青岛市李沧区广水路61一楼、二楼、四楼,607.98,1459.15,1182.1,2641.25
701,7.6,1,1,青岛市李沧区广水路61一楼、二楼、四楼,607.98,1459.15,1182.1,2641.25
702,7.6,1,1,青岛市李沧区广水路61一楼、二楼、四楼,607.98,1459.15,1182.1,2641.25
703,7.6,1,1,青岛市李沧区广水路61一楼、二楼、四楼,607.98,1459.15,1182.1,2641.25
704,7.6,1,1,苏州市工业园区复兴街8,97.7,234.48,1182.1,1416.58
705,7.6,1,1,苏州市工业园区复兴街8,97.7,234.48,1182.1,1416.58
706,7.6,1,1,无锡市工艺路4,101.54,243.7,1182.1,1425.8
707,7.6,1,1,无锡市工艺路4,101.54,243.7,1182.1,1425.8
708,7.6,1,1,无锡市工艺路4,101.54,243.7,1182.1,1425.8
709,7.6,1,1,南京市江宁区开源路28,232.49,557.98,1182.1,1740.08
710,7.6,1,1,南京市江北新区星驰路9A-A-物流中心楼,248.95,597.48,1182.1,1779.58
711,7.6,1,1,杭州市拱墅区康乐路,235.41,564.98,1182.1,1747.08
712,7.6,1,1,萧山区萧山经济技术开发区桥南区块春水路,266.67,640.01,1182.1,1822.11
713,7.6,1,1,萧山区萧山经济技术开发区桥南区块春水路,266.67,640.01,1182.1,1822.11
714,7.6,1,1,烟台市芝罘区机场路32,781.47,1875.53,1182.1,3057.63
715,7.6,1,1,烟台市芝罘区机场路32,781.47,1875.53,1182.1,3057.63
716,9.6,1,1,济南市槐荫区美里路108,741.7,2225.1,1182.75,3407.85
717,9.6,1,1,济南市槐荫区美里路108,741.7,2225.1,1182.75,3407.85
718,9.6,1,1,济南市市中区党家街道办事处罗而村东北150米处,739.35,2218.05,1182.75,3400.8
719,9.6,1,1,济南市市中区党家街道办事处罗而村东北150米处,739.35,2218.05,1182.75,3400.8
720,7.6,1,1,潍坊市健康东街甲19,620.52,1489.25,1182.1,2671.35
721,7.6,1,1,潍坊市健康东街甲19,620.52,1489.25,1182.1,2671.35
722,7.6,1,1,潍坊市健康东街甲19,620.52,1489.25,1182.1,2671.35
723,7.6,1,1,潍坊市健康东街甲19,620.52,1489.25,1182.1,2671.35
724,7.6,1,2,沈阳市苏家屯区雪莲街158-,1310.73,3145.75,2364.2,5509.95
725,7.6,1,2,沈阳市苏家屯区雪莲街158-,1310.73,3145.75,2364.2,5509.95
726,7.6,1,2,沈阳市苏家屯区雪莲街158-,1310.73,3145.75,2364.2,5509.95
727,7.6,1,3,哈尔滨市呼兰利民开发区珠海路南侧,2123.68,5096.83,3546.3,8643.13
728,7.6,1,1,郑州市经济技术开发区经北三路10,823.64,1976.74,1182.1,3158.84
729,7.6,1,1,郑州市经济技术开发区经北三路10,823.64,1976.74,1182.1,3158.84
730,7.6,2,3,沈阳市浑南区祝科街4C库单元,1337.96,3211.1,3546.3,13514.81
731,7.6,1,3,沈阳市浑南区祝科街4C库单元,1337.96,3211.1,3546.3,6757.41
732,7.6,1,3,沈阳市浑南区祝科街4C库单元,1337.96,3211.1,3546.3,6757.41
733,7.6,1,3,沈阳市浑南区祝科街4C库单元,1337.96,3211.1,3546.3,6757.41
